raw id,id,parent id,parent required value,type,style,layout- DH use,prompt,options,points,score,kpi,validation,default formula,default value,post prompt,Developer to notes,PGH notes,In PR?,In LTC?
7_7,pghq_PFC_chemicals_7_7,pghq_PFC_chemicals_7_1,No,selection,radios,,Has the facility <b>inventoried</b> (and labelled where possible) all mercury devices/sources within the organization and have a <b>plan in place</b> to substitute non-mercury devices?,Yes|No,1|1,1|0,,,,,,,,,Yes
7_7_1,pghq_PFC_chemicals_7_7_1,pghq_PFC_chemicals_7_7,Yes,file,default,,Please attach inventory:,,1,1,,,,,,,,,Yes
7_8,pghq_PFC_chemicals_7_8,pghq_PFC_chemicals_7_1,No,selection,radios,,Has the facility <b>replaced all clinical thermometers with mercury-free</b> patient thermometers?,Yes|No,1|1,1|0,,,,,,,,,Yes
7_8_1,pghq_PFC_chemicals_7_8_1,pghq_PFC_chemicals_7_8,Yes,text,default,,What brand(s) do you utilize?,,1,1,,,,,,,,,Yes
7_9,pghq_PFC_chemicals_7_9,pghq_PFC_chemicals_7_1,No,selection,radios,,Does the facility utilize <b>90% or more mercury-free blood pressure devices</b> (sphygmomanometers) with a goal of total elimination?,Yes|No,1|1,1|0,,,,,,,,,Yes
7_10_1,pghq_PFC_chemicals_7_10_1,pghq_PFC_chemicals_7_1,No,selection,radios,,"Does the facility utilize <b>90% or more mercury-free clinical devices</b> (e.g., bougies, miller-abbott tubes, cantor tubes, dilators) with a <b>goal of total elimination</b>?",Yes|No,1|1,1|0,,,,,,,,,Yes
7_11,pghq_PFC_chemicals_7_11,pghq_PFC_chemicals_7_1,No,selection,radios,,Has the  facility purchased mercury amalgam separators for installation at all <b>dental chairs</b>?,Yes|No|No Dental Chairs,1|1|0,1|0|0,,,,,,,,,Yes
7_11_1,pghq_PFC_chemicals_7_11_1,pghq_PFC_chemicals_7_1,No,html,non-numbered,,<b>Mercury in the Laboratory</b>,,,,,,,,,,,,Yes
7_12,pghq_PFC_chemicals_7_12,pghq_PFC_chemicals_7_1,No,selection,checkboxes,,"The facility specifies and purchases, where possible, these <b>laboratory items mercury-free</b>:",Thermometers|Solutions|Equipment ,1|1|1,1|1|1,,,,,,,,,Yes
7_13,pghq_PFC_chemicals_7_13,pghq_PFC_chemicals_7_1,No,selection,radios,,Has the applicant spoken with the lab manager to  <b>inventory mercury-containing laboratory chemicals</b> ?,Yes|No,2|2,2|0,,,,,,,,,Yes
7_13_1,pghq_PFC_chemicals_7_13_1,pghq_PFC_chemicals_7_13,Yes,text,default,,Lab Manager <b>Name</b>:,,1,1,,,,,,,,,Yes
7_13_2,pghq_PFC_chemicals_7_13_2,pghq_PFC_chemicals_7_13,Yes,text,default,,Lab Manager <b>Title</b>:,,,,,,,,,,,,Yes
7_13_3,pghq_PFC_chemicals_7_13_3,pghq_PFC_chemicals_7_13,Yes,text,date,,<b>Date</b> of communication:,,1,1,,,,,,,,,Yes
7_13_4,pghq_PFC_chemicals_7_13_4,pghq_PFC_chemicals_7_1,No,html,non-numbered,,Please share these resources with your lab manager:,,,,,,,,,,,,Yes
7_14,pghq_PFC_chemicals_7_14,pghq_PFC_chemicals_7_1,No,html,non-numbered,,"For a list of <b>laboratory chemicals</b> that may contain mercury, see: <a href=""http://mntap.umn.edu/labs/Resources/92-Mercury.htm"">Mercury in Healthcare Lab Reagents</a> and <a href=""""http://www.mntap.umn.edu/labs/Resources/10a-MercLabs.htm"">Mercury in Labs and Pharmacies</a>.",,,,,,,,,,,,Yes
7_15,pghq_PFC_chemicals_7_15,pghq_PFC_chemicals_7_1,No,html,non-numbered,,"For information on <b>mercury in laboratories</b>, see the <a href=""http://www.cap.org/apps/cap.portal?_nfpb=true&cntvwrPtlt_actionOverride=%2Fportlets%2FcontentViewer%2Fshow&_windowLabel=cntvwrPtlt&cntvwrPtlt%7BactionForm.contentReference%7D=news_service%2F0504%2F0504_Mercury.html&_state=maximized&_pageLabel=cntvwr"">College of American Pathologists</a>",,,,,,,,,,,,Yes
7_16,pghq_PFC_chemicals_7_16,pghq_PFC_chemicals_7_1,No,selection,radios,,Has the laboratory eliminated the use of <b>B5 fixative</b>?,Yes|No,1|1,1|0,,,,,,,,,Yes
7_16_1,pghq_PFC_chemicals_7_16_1,pghq_PFC_chemicals_7_16,Yes,text,default,,B5 replacement:,,1,1,,,,,,,,,Yes
7_16_2,pghq_PFC_chemicals_7_16_2,pghq_PFC_chemicals_7_1,No,selection,radios,,Has the laboratory eliminated the use of <b>Zenkers solution</b>?,Yes|No,1|1,1|0,,,,,,,,,Yes
7_16_3,pghq_PFC_chemicals_7_16_3,pghq_PFC_chemicals_7_16,Yes,text,default,,Zenkers replacement:,,1,1,,,,,,,,,Yes
7_17,pghq_PFC_chemicals_7_17,pghq_PFC_chemicals_7_1,No,selection,radios,,Has the facility identified other <b>product substitutions</b> in the lab that eliminate mercury?,Yes|No,1|1,1|0,,,,,,,,,Yes
7_17_1,pghq_PFC_chemicals_7_17_1,pghq_PFC_chemicals_7_17,Yes,html,non-numbered,, Please indicate the name of the new product(s) and and the name of the replaced mercury-containing product(s) in Table C.,,,,,,,,,,,,Yes
7_17_2_tC,pghq_PFC_chemicals_7_17_2_tC,pghq_PFC_chemicals_7_17,Yes,container,table,"Name of mercury-free product,Name of replaced product;pghq_PFC_chemicals_7_17_2_tC_1,pghq_PFC_chemicals_7_17_2_tC_2;pghq_PFC_chemicals_7_17_2_tC_3,pghq_PFC_chemicals_7_17_2_tC_4;pghq_PFC_chemicals_7_17_2_tC_5,pghq_PFC_chemicals_7_17_2_tC_6",Table C. Mercury-free Product Substitutions,,,,,,,,,,,,Yes
7_17_2_tC_1,pghq_PFC_chemicals_7_17_2_tC_1,pghq_PFC_chemicals_7_17,Yes,text,default,,,,1,1,,,,,,,,,Yes
7_17_2_tC_2,pghq_PFC_chemicals_7_17_2_tC_2,pghq_PFC_chemicals_7_17,Yes,text,default,,,,1,1,,,,,,,,,Yes
7_17_2_tC_3,pghq_PFC_chemicals_7_17_2_tC_3,pghq_PFC_chemicals_7_17,Yes,text,default,,,,1,1,,,,,,,,,Yes
7_17_2_tC_4,pghq_PFC_chemicals_7_17_2_tC_4,pghq_PFC_chemicals_7_17,Yes,text,default,,,,1,1,,,,,,,,,Yes
7_17_2_tC_5,pghq_PFC_chemicals_7_17_2_tC_5,pghq_PFC_chemicals_7_17,Yes,text,default,,,,1,1,,,,,,,,,Yes
7_17_2_tC_6,pghq_PFC_chemicals_7_17_2_tC_6,pghq_PFC_chemicals_7_17,Yes,text,default,,,,1,1,,,,,,,,,Yes
PFC,Greening the OR,Waste Segregation & Management,,,,,,,,,,,,,,,,,Yes
1_1,pghq_PFC_greeningtheOR_1_1,,,html,non-numbered,,"Proper waste management is critical to any successful environmental stewardship program, but it is especially important within the operating room. <b>The OR can account for 30% of a facility’s overall waste and more than half of its regulated medical waste</b>. There are strategies to reduce the amount of waste generated by the OR, but it’s also important for facilities to ensure that the waste is being properly segregated to maximize recycling and reduce cost. Please use this section to highlight the waste segregation strategies implemented  by the surgical department. </p>You may leave a requesed data point blank, but please <b>do not enter zeros. Enter savings as a positive number.</b>",,,,,,,,,,,,Yes
1_2,pghq_PFC_greeningtheOR_1_2,,,selection,radios,,Does the facility have a process to <b>divert pre-incision (prior to the case)</b> non-pharmaceutical waste from the <b>regulated medical waste stream</b> into the solid waste stream for non-infectious waste disposal?,Yes|No,1|1,1|0,1|0,,,,,,,,Yes
1_3,pghq_PFC_greeningtheOR_1_3,,,selection,radios,,Does the facility have a process to <b>segregate</b> non-infectious solid waste from the regulated medical waste stream <b>during and after the procedure</b>?,Yes|No,2|2,2|0,,,,,,,,,Yes
1_4,pghq_PFC_greeningtheOR_1_4,,,selection,radios,,Does the facility <b>utilize a fluid management system</b> that empties directly into the sanitary sewer as a means to reduce exposure to bloodborne pathogens and reduce waste?,Yes|No,2|2,2|0,1|0,,,,,,,,Yes
1_4_1,pghq_PFC_greeningtheOR_1_4_1,pghq_PFC_greeningtheOR_1_4,Yes,selection,radios,,Does the facility utilize a <b>reusable canister fluid management system</b>?,Yes|No,2|2,2|0,,,,,,,,,Yes
1_4_1_1,pghq_PFC_greeningtheOR_1_4_1_1,pghq_PFC_greeningtheOR_1_4_1,Yes,html,non-numbered,,Please share any associated <b>cost savings</b> in Table A:,,,,,,,,,,,,Yes
1_5_tA,pghq_PFC_greeningtheOR_1_5_tA,pghq_PFC_greeningtheOR_1_4_1,Yes,container,table,"Avoided waste (tonnage),pghq_PFC_greeningtheOR_1_5_tA_1;Avoided waste disposal fees from disposable canisters,pghq_PFC_greeningtheOR_1_5_tA_2;Avoided purchase cost of disposable canisters,pghq_PFC_greeningtheOR_1_5_tA_3;Avoided purchase cost of chemical solidifiers,pghq_PFC_greeningtheOR_1_5_tA_4;Other Benefits:,pghq_PFC_greeningtheOR_1_5_tA_5",<b>Table A. Fluid Management Avoided Waste and Cost Savings </b>,,,,,,,,,,,,Yes
1_5_tA_1,pghq_PFC_greeningtheOR_1_5_tA_1,pghq_PFC_greeningtheOR_1_4_1,Yes,text,default,,,,1,1,,nonnegative,,,,,,,Yes
1_5_tA_2,pghq_PFC_greeningtheOR_1_5_tA_2,pghq_PFC_greeningtheOR_1_4_1,Yes,text,default,,,,1,1,,nonnegative,,,,,,,Yes
1_5_tA_3,pghq_PFC_greeningtheOR_1_5_tA_3,pghq_PFC_greeningtheOR_1_4_1,Yes,text,default,,,,1,1,,nonnegative,,,,,,,Yes
1_5_tA_4,pghq_PFC_greeningtheOR_1_5_tA_4,pghq_PFC_greeningtheOR_1_4_1,Yes,text,default,,,,1,1,,nonnegative,,,,,,,Yes
1_5_tA_5,pghq_PFC_greeningtheOR_1_5_tA_5,pghq_PFC_greeningtheOR_1_4_1,Yes,text,textarea,,,,1,1,,,,,,,,,Yes
1_6,pghq_PFC_greeningtheOR_1_6,,,selection,radios,,Does the facility <b>recycle clinical/medical plastics</b> in the OR?,Yes|No,2|2,2|0,1|0,,,,,,,,Yes
1_6_1,pghq_PFC_greeningtheOR_1_6_1,pghq_PFC_greeningtheOR_1_6,Yes,selection,checkboxes,,Please select all clinical/medical plastics being recycled in the OR.,"Clean rigid plastics of any shape (e.g., trays, containers, packaging)|Clean empty bottles  (e.g., saline and alcohol)|Clean sterile wrap (blue wrap, polypropylene sterile wrap)|Clean, soft plastics (e.g., overwraps)|Clean Tyvek(R)|Other",1|1|1|1|1|0,1|1|1|1|1|0,,,,,,Can DH add a Registered trademark sign in place of the (R) after Tyvek?,,,Yes
1_6_1_1,pghq_PFC_greeningtheOR_1_6_1_1,pghq_PFC_greeningtheOR_1_6_1,Other,text,textarea,,Please describe <b>other</b> plastics being recycled in the OR:,,1,1,,,,,,,,,Yes
1_6_2,pghq_PFC_greeningtheOR_1_6_2,pghq_PFC_greeningtheOR_1_6,Yes,selection,radios,,Is the facility <b>tracking</b> the weight of <b>medical plastics</b> recycled specifically from the OR?,Yes|No,3|3,3|0,,,,,,,,,Yes
1_6_2_1,pghq_PFC_greeningtheOR_1_6_2_1,pghq_PFC_greeningtheOR_1_6_2,Yes,text,default,,What is the weight of medical plastics (in tons) recycled this year in the OR?,,1,1,,nonnegative,,,Tons,,,,Yes
PFC,Greening the OR,Waste Reduction in the OR,,,,,,,,,,,,,,,,,Yes
2_1,pghq_PFC_greeningtheOR_2_1,,,html,non-numbered,,"Identifying opportunities to eliminate unnecessary waste from the operating room waste stream can help facilities reduce upfront purchase costs as well as avoid waste disposal costs, and reduces the amount of waste requiring disinfection/treatment.  Please highlight any strategies or projects the facility has utilized to reduce the amount of waste leaving the OR, including reducing unnecessary supplies, better inventory tracking, using reusable or reprocessable equipment, and more.   ",,,,,,,,,,,,Yes
2_2,pghq_PFC_greeningtheOR_2_2,,,selection,radios,,"Does the facility <b>reformulate OR kits</b>--removing supplies not typically used--to reduce purchase and disposal fees for excess supplies, and decrease the environmental impact of manufacture and disposal of those supplies?",Yes|No,2|2,2|0,1|0,,,,,Can DH replace the -- with em dashes?,,,Yes
2_2_1,pghq_PFC_greeningtheOR_2_2_1,pghq_PFC_greeningtheOR_2_2,Yes,html,non-numbered,,Please fill in Table B.,,,,,,,,,,,,Yes
2_3_tB,pghq_PFC_greeningtheOR_2_3_tB,pghq_PFC_greeningtheOR_2_2,Yes,container,table,"Total Number of OR Kits,pghq_PFC_greeningtheOR_2_3_tB_1;Number of Kits Reviewed,pghq_PFC_greeningtheOR_2_3_tB_2;Percent of Kits Reviewed,pghq_PFC_greeningtheOR_2_3_tB_3;Number of Items Removed,pghq_PFC_greeningtheOR_2_3_tB_4;Supply Savings (estimated or actual savings of the total items removed from kits),pghq_PFC_greeningtheOR_2_3_tB_5;Avoided Waste Disposal Savings (estimated or actual weight per item * Disposal fees per pounds),pghq_PFC_greeningtheOR_2_3_tB_6",<b>Table B. OR Kit Reformulation Waste and Supply Savings</b>,,,,,,,,,,,,Yes
2_3_tB_1,pghq_PFC_greeningtheOR_2_3_tB_1,pghq_PFC_greeningtheOR_2_2,Yes,text,default,,,,1,1,,nonnegative,,,,,,,Yes
2_3_tB_2,pghq_PFC_greeningtheOR_2_3_tB_2,pghq_PFC_greeningtheOR_2_2,Yes,text,default,,,,1,1,,nonnegative,,,,,,,Yes
2_3_tB_3,pghq_PFC_greeningtheOR_2_3_tB_3,pghq_PFC_greeningtheOR_2_2,Yes,text,default,,,,,,,,,,,,,,Yes
2_3_tB_4,pghq_PFC_greeningtheOR_2_3_tB_4,pghq_PFC_greeningtheOR_2_2,Yes,text,default,,,,1,1,,nonnegative,,,,,,,Yes
2_3_tB_5,pghq_PFC_greeningtheOR_2_3_tB_5,pghq_PFC_greeningtheOR_2_2,Yes,text,default,,,,1,1,,currency,,,,,,,Yes
2_3_tB_6,pghq_PFC_greeningtheOR_2_3_tB_6,pghq_PFC_greeningtheOR_2_2,Yes,text,default,,,,1,1,,currency,,,,,,,Yes
2_4,pghq_PFC_greeningtheOR_2_4,,,selection,radios,,Does the OR collect FDA-approved single-use medical devices for <b>reprocessing</b> with an FDA-approved third-party reprocessor? ,Yes|No,2|2,2|0,1|0,,,,,,,,Yes
2_4_1,pghq_PFC_greeningtheOR_2_4_1,pghq_PFC_greeningtheOR_2_4,Yes,html,non-numbered,,Please indicate cost savings below:,,,,,,,,,,,,Yes
2_4_3,pghq_PFC_greeningtheOR_2_4_3,pghq_PFC_greeningtheOR_2_4,Yes,text,default,,Weight of devices collected (in tons),,1,1,1|0,nonnegative,,,,,,,Yes
2_4_4,pghq_PFC_greeningtheOR_2_4_4,pghq_PFC_greeningtheOR_2_4,Yes,text,default,,Avoided waste disposal costs,,1,1,,nonnegative,,,,,,,Yes
2_5,pghq_PFC_greeningtheOR_2_5,,,selection,radios,,Does the OR <b>purchase and use reprocessed single-use medical devices</b> from an FDA-approved third-party reprocessor?,Yes|No,3|3,3|0,1|0,,,,,,,,Yes
2_5_1,pghq_PFC_greeningtheOR_2_5_1,pghq_PFC_greeningtheOR_2_5,Yes,html,non-numbered,,Please indicate program successes in Table C.,,,,,,,,,,,,Yes
2_6_tD,pghq_PFC_greeningtheOR_2_6_tD,pghq_PFC_greeningtheOR_2_5,Yes,container,table,"Reprocessing Program Growth,OR;2012 SUD Reprocessing Savings [hyperlink to glossary]:,pghq_PFC_greeningtheOR_2_6_tD_1;2013 SUD Reprocessing Savings [hyperlink to glossary]:<br>(*Your reprocessing vendor should have these numbers readily available.),pghq_PFC_greeningtheOR_2_6_tD_2;Reprocessing Compliance Level* [hyperlink to glossary] - Please estimate the facility’s compliance level by indicating the percentage of devices eligible for reprocessing that were re-purchased.<br>(*Your reprocessing vendor should have this number readily available.),pghq_PFC_greeningtheOR_2_6_tD_3",<b>Table C. Reprocessing Program Growth</b>,,,,,,,,,,,,Yes
2_6_tD_1,pghq_PFC_greeningtheOR_2_6_tD_1,pghq_PFC_greeningtheOR_2_5,Yes,text,default,,,,1,1,,nonnegative,,,,,,,Yes
2_6_tD_2,pghq_PFC_greeningtheOR_2_6_tD_2,pghq_PFC_greeningtheOR_2_5,Yes,text,default,,,,1,1,,nonnegative,,,,,,,Yes
2_6_tD_3,pghq_PFC_greeningtheOR_2_6_tD_3,pghq_PFC_greeningtheOR_2_5,Yes,text,default,,,,2,2,,percentage,,,,"%, two digits only, how do we code for metric scoring?",,,Yes
2_7,pghq_PFC_greeningtheOR_2_7,,,text,textarea,,"Please provide any additional comments, savings, successes, or challenges related to the facility’s <b>reprocessing program</b>:",,1,1,,,,,,,,,Yes
2_8,pghq_PFC_greeningtheOR_2_8,,,file,default,,"Please attach any related <b>reprocessing policies</b> in place at the facility or system level. You may describe the policy as part of your answer in the box provided above for successes, in Question 8 if you desire.",,1,1,,,,,,,,,Yes
2_9,pghq_PFC_greeningtheOR_2_9,,,selection,radios,,Does the facility utilize <b>reusable surgical items</b> where environmentally and clinically preferable?,Yes|No,2|2,2|0,,,,,,,,,Yes
2_10,pghq_PFC_greeningtheOR_2_10,pghq_PFC_greeningtheOR_2_9,Yes,html,non-numbered,,Please indicate in Table D any reusable surgical items in the OR utilized <b>more than 75%</b> of the time.,,,,,,,,,"This might be better off as a multiselect? But in order to do categories, does it need to be multiple multiselect questions?",,,Yes
2_11_tE,pghq_PFC_greeningtheOR_2_11_tE,pghq_PFC_greeningtheOR_2_9,Yes,container,table,"Linens,>75%;Back Table Covers,pghq_PFC_greeningtheOR_2_11_tE_1;Mayo Stand Covers,pghq_PFC_greeningtheOR_2_11_tE_2;Sterilization Wrap,pghq_PFC_greeningtheOR_2_11_tE_3;Surgical Drapes,pghq_PFC_greeningtheOR_2_11_tE_4;Surgical Gowns,pghq_PFC_greeningtheOR_2_11_tE_5;Surgical Towels,pghq_PFC_greeningtheOR_2_11_tE_6;pghq_PFC_greeningtheOR_2_11_tE_7,pghq_PFC_greeningtheOR_2_11_tE_8;Other Reusable Devices and Equipment,"" "";Anesthesia Circuits,pghq_PFC_greeningtheOR_2_11_tE_9;Endotracheal Tubes (ETT),pghq_PFC_greeningtheOR_2_11_tE_10;Grounding Pads,pghq_PFC_greeningtheOR_2_11_tE_11;Laryngeal Mask Airways (LMA),pghq_PFC_greeningtheOR_2_11_tE_12;Patient Positioning Devices,pghq_PFC_greeningtheOR_2_11_tE_13;Surgical Basins and Pitchers,pghq_PFC_greeningtheOR_2_11_tE_14;Trocars,pghq_PFC_greeningtheOR_2_11_tE_15;pghq_PFC_greeningtheOR_2_11_tE_16,pghq_PFC_greeningtheOR_2_11_tE_17",<b>Table D. Use of Reusable Items in the OR</b>,,,,,,,,,,,,Yes
2_11_tE_1,pghq_PFC_greeningtheOR_2_11_tE_1,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,1,1,,,,,,,,,Yes
2_11_tE_2,pghq_PFC_greeningtheOR_2_11_tE_2,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,,,,,,,,,,,Yes
2_11_tE_3,pghq_PFC_greeningtheOR_2_11_tE_3,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,,,,,,,,,,,Yes
2_11_tE_4,pghq_PFC_greeningtheOR_2_11_tE_4,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,1,1,,,,,,,,,Yes
2_11_tE_5,pghq_PFC_greeningtheOR_2_11_tE_5,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,,1,,,,,,,,,Yes
2_11_tE_6,pghq_PFC_greeningtheOR_2_11_tE_6,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,,,,,,,,,,,Yes
2_11_tE_7,pghq_PFC_greeningtheOR_2_11_tE_7,pghq_PFC_greeningtheOR_2_9,Yes,text,default,,"Other Linens, please describe",,,,,,,,,,,,Yes
2_11_tE_8,pghq_PFC_greeningtheOR_2_11_tE_8,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,,,,,,,,,,,Yes
2_11_tE_9,pghq_PFC_greeningtheOR_2_11_tE_9,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,,,,,,,,,,,Yes
2_11_tE_10,pghq_PFC_greeningtheOR_2_11_tE_10,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,,,,,,,,,,,Yes
2_11_tE_11,pghq_PFC_greeningtheOR_2_11_tE_11,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,,,,,,,,,,,Yes
2_11_tE_12,pghq_PFC_greeningtheOR_2_11_tE_12,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,,,,,,,,,,,Yes
2_11_tE_13,pghq_PFC_greeningtheOR_2_11_tE_13,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,,,,,,,,,,,Yes
2_11_tE_14,pghq_PFC_greeningtheOR_2_11_tE_14,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,1,1,,,,,,,,,Yes
2_11_tE_15,pghq_PFC_greeningtheOR_2_11_tE_15,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,1,1,,,,,,,,,Yes
2_11_tE_16,pghq_PFC_greeningtheOR_2_11_tE_16,pghq_PFC_greeningtheOR_2_9,Yes,text,default,,"Other Reusable Devices, please describe",,,,,,,,,,,,Yes
2_11_tE_17,pghq_PFC_greeningtheOR_2_11_tE_17,pghq_PFC_greeningtheOR_2_9,Yes,selection,radios,,,Yes|No,,,,,,,,,,,Yes
2_12,pghq_PFC_greeningtheOR_2_12,,,selection,radios,,Does the facility utilize <b>reusable hard cases</b> for sterilization of surgical instrumentation and reduction of disposable sterile wrap? ,Yes|No,2|2,2|0,1|0,,,,,,,,Yes
2_12_1,pghq_PFC_greeningtheOR_2_12_1,pghq_PFC_greeningtheOR_2_12,Yes,html,non-numbered,,Please fill in Table E.,,,,,,,,,,,,Yes
2_12_2_tF,pghq_PFC_greeningtheOR_2_12_2_tF,pghq_PFC_greeningtheOR_2_12,Yes,container,table,"Total number of surgical kits,pghq_PFC_greeningtheOR_2_12_2_tF_1;Number of kits using reusable sterilization containers,pghq_PFC_greeningtheOR_2_12_2_tF_2;Percent of kits utilizing reusable sterilization containers,pghq_PFC_greeningtheOR_2_12_2_tF_3;Supply savings from avoided purchase of blue wrap,pghq_PFC_greeningtheOR_2_12_2_tF_4;Avoided waste disposal (tonnage),pghq_PFC_greeningtheOR_2_12_2_tF_5;Avoided waste disposal fees,pghq_PFC_greeningtheOR_2_12_2_tF_6;Other comments or savings:,pghq_PFC_greeningtheOR_2_12_2_tF_7",<b>Table E. Savings from Rigid Sterilization Containers in the OR</b>,,,,,,,,,,,,Yes
2_12_2_tF_1,pghq_PFC_greeningtheOR_2_12_2_tF_1,pghq_PFC_greeningtheOR_2_12,Yes,text,default,,,,1,1,,,,,,,,,Yes
2_12_2_tF_2,pghq_PFC_greeningtheOR_2_12_2_tF_2,pghq_PFC_greeningtheOR_2_12,Yes,text,default,,,,1,1,,nonnegative,,,,,,,Yes
2_12_2_tF_3,pghq_PFC_greeningtheOR_2_12_2_tF_3,pghq_PFC_greeningtheOR_2_12,Yes,text,default,,,,,,,percentage,,,,,,,Yes
2_12_2_tF_4,pghq_PFC_greeningtheOR_2_12_2_tF_4,pghq_PFC_greeningtheOR_2_12,Yes,text,default,,,,1,1,,nonnegative,,,,,,,Yes
2_12_2_tF_5,pghq_PFC_greeningtheOR_2_12_2_tF_5,pghq_PFC_greeningtheOR_2_12,Yes,text,default,,,,1,1,,nonnegative,,,,,,,Yes
2_12_2_tF_6,pghq_PFC_greeningtheOR_2_12_2_tF_6,pghq_PFC_greeningtheOR_2_12,Yes,text,default,,,,1,1,,nonnegative,,,,,,,Yes
2_12_2_tF_7,pghq_PFC_greeningtheOR_2_12_2_tF_7,pghq_PFC_greeningtheOR_2_12,Yes,text,textarea,,,,1,1,,,,,,,,,Yes
2_13,pghq_PFC_greeningtheOR_2_13,,,selection,radios,,"Does the facility utilize <b>microfiber mops</b> in the OR as a means to reduce water usage, ergonomic stress, and waste?",Yes|No,1|1,1|0,,,,,,,,,Yes
PFC,Greening the OR,Energy Management,,,,,,,,,,,,,,,,,Yes
3_1,pghq_PFC_greeningtheOR_3_1,,,html,non-numbered,,"The operating room is a significant user of energy, with high demand from life-saving medical equipment, high air change per hour requirements, lighting, and more.  As a result, strategies to reduce energy consumption in the operating room can derive considerable cost and energy savings.  Please highlight any energy efficiency projects or strategies in the operating room. ",,,,,,,,,,,,Yes
3_2,pghq_PFC_greeningtheOR_3_2,,,selection,radios,,"Does the facility meet <b>but not exceed</B> air changes per hour per <a href=""http://webstore.ansi.org/RecordDetail.aspx?sku=ANSI%2FASHRAE%20Standard%20170-2008&source=google&adgroup=ashrae&gclid=CIil57yE97sCFU_NOgodWiEAWQ"">ASHRAE 170</a> (20 ACH) as a mechanism to reduce energy consumption in the OR?",Yes|No,2|2,2|0,,,,,,,,,Yes
3_3,pghq_PFC_greeningtheOR_3_3,,,selection,radios,,Has the facility <b>programmed the HVAC system to reduce air changes per hour</b> (ACH) when the ORs are <b>unoccupied</b> to reduce energy consumption?,Yes|No,3|3,3|0,3|0,,,,,,,,Yes
3_3_1,pghq_PFC_greeningtheOR_3_3_1,pghq_PFC_greeningtheOR_3_3,Yes,text,default,,How many ORs have implemented an HVAC setback program? ,,1,1,,integer,,,,,,,Yes
3_4_0,pghq_PFC_greeningtheOR_3_4_0,pghq_PFC_greeningtheOR_3_3,Yes,text,default,,Operating Rooms (ORs):,,,,,,pghq_PFC_demographic_1_9,,From your Facility Profile.,autocalculate % of ORs using HVAC setback- metric score,,,Yes
